,game_number,victory_rank,survival_rank,tactic_rank,overall_rank,units
33254,33254,S,S,S,S,Lucius-Rath-Lyn
33255,33255,S,A,S,S,Oswin-Erk-Lyn
33256,33256,S,S,S,S,Canas-Dart-Hector
33257,33257,S,S,S,S,Matthew-Marcus-Eliwood
33258,33258,S,S,S,S,Dart-Oswin-Eliwood
33259,33259,S,S,S,S,Guy-Marcus-Lyn
33260,33260,S,S,S,S,Kent-Rath-Hector
33261,33261,F,S,S,D,Canas-Florina-Lyn
33262,33262,S,S,S,S,Marcus-Raven-Hector
33263,33263,S,S,S,S,Bartre-Erk-Eliwood
33264,33264,S,S,S,S,Oswin-Bartre-Eliwood
33265,33265,S,A,S,S,Florina-Raven-Lyn
33266,33266,F,S,S,D,Erk-Oswin-Lyn
33267,33267,S,S,S,S,Rath-Heath-Lyn
33268,33268,S,S,S,S,Heath-Guy-Lyn
33269,33269,S,A,S,S,Sain-Guy-Hector
33270,33270,S,S,S,S,Lucius-Guy-Hector
33271,33271,S,S,S,S,Oswin-Bartre-Lyn
33272,33272,S,A,S,S,Rebecca-Sain-Hector
33273,33273,S,S,S,S,Lowen-Marcus-Hector
33274,33274,S,A,S,S,Florina-Rebecca-Eliwood
33275,33275,S,S,S,S,Sain-Rebecca-Eliwood
33276,33276,S,S,S,S,Oswin-Matthew-Hector
33277,33277,S,A,S,S,Guy-Dorcas-Lyn
33278,33278,F,S,S,D,Erk-Kent-Lyn
33279,33279,S,S,S,S,Lowen-Oswin-Eliwood
33280,33280,F,S,S,D,Sain-Dorcas-Hector
33281,33281,S,S,S,S,Guy-Rebecca-Lyn
33282,33282,S,S,S,S,Kent-Raven-Eliwood
33283,33283,S,S,S,S,Guy-Marcus-Lyn
33284,33284,S,S,S,S,Sain-Canas-Hector
33285,33285,S,A,S,S,Canas-Florina-Hector
33286,33286,S,S,S,S,Oswin-Rebecca-Lyn
33287,33287,S,S,S,S,Dart-Kent-Lyn
33288,33288,S,S,S,S,Canas-Marcus-Hector
33289,33289,S,S,S,S,Rath-Dart-Eliwood
33290,33290,S,A,S,S,Raven-Lowen-Eliwood
33291,33291,S,B,S,A,Erk-Rebecca-Hector
33292,33292,S,S,S,S,Erk-Guy-Hector
33293,33293,F,S,S,D,Erk-Lowen-Lyn
33294,33294,S,S,S,S,Rath-Florina-Hector
33295,33295,S,S,S,S,Canas-Dart-Lyn
33296,33296,S,S,S,S,Guy-Dart-Hector
33297,33297,S,A,S,S,Rebecca-Lucius-Hector
33298,33298,F,S,S,D,Kent-Bartre-Lyn
33299,33299,F,S,S,D,Marcus-Oswin-Lyn
33300,33300,S,S,S,S,Oswin-Sain-Lyn
33301,33301,S,S,S,S,Florina-Dart-Hector
33302,33302,S,S,S,S,Heath-Bartre-Lyn
33303,33303,S,S,S,S,Marcus-Rath-Eliwood
33304,33304,S,S,S,S,Canas-Dorcas-Hector
33305,33305,S,S,S,S,Heath-Marcus-Eliwood
33306,33306,S,S,S,S,Oswin-Dart-Eliwood
33307,33307,F,A,S,D,Rath-Dorcas-Lyn
33308,33308,F,S,S,D,Erk-Rath-Eliwood
33309,33309,F,S,S,D,Heath-Sain-Eliwood
33310,33310,S,S,S,S,Heath-Lowen-Hector
33311,33311,S,A,S,S,Dorcas-Florina-Lyn
33312,33312,S,A,S,S,Guy-Matthew-Eliwood
33313,33313,F,S,S,D,Bartre-Heath-Lyn
33314,33314,S,S,S,S,Rebecca-Lucius-Eliwood
33315,33315,S,S,S,S,Lowen-Bartre-Eliwood
33316,33316,S,S,S,S,Guy-Rebecca-Eliwood
33317,33317,S,S,S,S,Erk-Kent-Eliwood
33318,33318,S,S,S,S,Marcus-Rebecca-Eliwood
33319,33319,S,S,S,S,Lucius-Matthew-Hector
33320,33320,S,S,S,S,Dorcas-Erk-Hector
33321,33321,S,S,S,S,Erk-Heath-Lyn
33322,33322,S,S,S,S,Florina-Sain-Hector
33323,33323,S,S,S,S,Erk-Dart-Eliwood
33324,33324,S,S,S,S,Canas-Lucius-Hector
33325,33325,S,A,S,S,Florina-Raven-Lyn
33326,33326,S,S,S,S,Lowen-Rebecca-Hector
33327,33327,S,S,S,S,Dart-Canas-Hector
33328,33328,F,A,A,D,Marcus-Sain-Eliwood
33329,33329,S,B,S,A,Florina-Dorcas-Hector
33330,33330,S,S,S,S,Rebecca-Rebecca-Eliwood
33331,33331,F,A,S,D,Rebecca-Lucius-Hector
33332,33332,F,S,S,D,Dorcas-Canas-Lyn
33333,33333,S,S,S,S,Canas-Sain-Lyn
33334,33334,S,S,S,S,Rebecca-Florina-Hector
33335,33335,F,A,S,D,Erk-Rebecca-Hector
33336,33336,S,S,S,S,Dorcas-Rebecca-Lyn
33337,33337,S,S,S,S,Dart-Canas-Lyn
33338,33338,S,S,S,S,Sain-Raven-Hector
33339,33339,S,S,S,S,Raven-Canas-Lyn
33340,33340,S,A,S,S,Oswin-Sain-Hector
33341,33341,S,S,S,S,Florina-Sain-Eliwood
33342,33342,S,S,S,S,Sain-Heath-Hector
33343,33343,S,S,S,S,Raven-Matthew-Lyn
33344,33344,S,S,S,S,Bartre-Lowen-Lyn
33345,33345,S,S,S,S,Lucius-Lowen-Hector
33346,33346,F,S,S,D,Heath-Matthew-Lyn
33347,33347,S,A,S,S,Raven-Erk-Eliwood
33348,33348,S,S,S,S,Florina-Rath-Hector
33349,33349,S,S,S,S,Rebecca-Raven-Hector
33350,33350,S,B,S,A,Lucius-Rebecca-Lyn
33351,33351,S,S,S,S,Rath-Sain-Lyn
33352,33352,F,S,S,D,Florina-Heath-Eliwood
33353,33353,S,A,S,S,Lucius-Dorcas-Hector
33354,33354,S,S,S,S,Dart-Canas-Lyn
33355,33355,F,S,S,D,Sain-Lowen-Eliwood
33356,33356,S,S,S,S,Rath-Dorcas-Eliwood
33357,33357,F,S,S,D,Matthew-Lucius-Lyn
33358,33358,S,S,S,S,Rebecca-Sain-Lyn
33359,33359,S,S,S,S,Lowen-Marcus-Lyn
33360,33360,S,S,S,S,Rath-Bartre-Eliwood
33361,33361,F,A,S,D,Rebecca-Rebecca-Eliwood
33362,33362,S,S,S,S,Guy-Lowen-Lyn
33363,33363,S,S,S,S,Rath-Rebecca-Lyn
33364,33364,S,S,S,S,Lucius-Lowen-Eliwood
33365,33365,F,A,S,D,Bartre-Matthew-Eliwood
33366,33366,S,S,S,S,Rath-Rebecca-Hector
33367,33367,S,S,S,S,Marcus-Sain-Hector
33368,33368,S,S,S,S,Rebecca-Raven-Eliwood
33369,33369,S,S,S,S,Lucius-Sain-Lyn
33370,33370,S,S,S,S,Dorcas-Rebecca-Eliwood
33371,33371,F,A,S,D,Heath-Rebecca-Lyn
33372,33372,S,S,S,S,Canas-Kent-Hector
33373,33373,S,S,S,S,Erk-Rebecca-Hector
33374,33374,S,S,S,S,Heath-Rebecca-Hector
33375,33375,S,S,S,S,Matthew-Marcus-Lyn
33376,33376,S,S,S,S,Oswin-Rath-Hector
33377,33377,S,S,S,S,Lucius-Bartre-Lyn
33378,33378,F,S,S,D,Oswin-Rath-Lyn
33379,33379,S,S,S,S,Canas-Dorcas-Hector
33380,33380,S,A,S,S,Kent-Oswin-Hector
33381,33381,S,S,S,S,Rath-Kent-Hector
33382,33382,S,S,S,S,Raven-Dart-Hector
33383,33383,S,S,S,S,Guy-Oswin-Eliwood
33384,33384,S,S,S,S,Rath-Rebecca-Eliwood
33385,33385,S,S,S,S,Rath-Matthew-Hector
33386,33386,F,S,S,D,Sain-Matthew-Lyn
33387,33387,S,S,S,S,Lowen-Rath-Hector
33388,33388,S,S,S,S,Sain-Rebecca-Hector
33389,33389,S,S,S,S,Raven-Bartre-Hector
33390,33390,S,S,S,S,Raven-Rath-Eliwood
33391,33391,S,S,S,S,Heath-Raven-Hector
33392,33392,S,S,S,S,Dorcas-Lowen-Hector
33393,33393,S,S,S,S,Oswin-Lowen-Eliwood
33394,33394,S,S,S,S,Raven-Oswin-Eliwood
33395,33395,S,S,S,S,Dorcas-Heath-Hector
33396,33396,S,S,S,S,Dorcas-Lowen-Eliwood
33397,33397,S,S,S,S,Kent-Erk-Hector
33398,33398,S,S,S,S,Lucius-Kent-Eliwood
33399,33399,F,S,S,D,Dorcas-Rath-Lyn
33400,33400,S,S,S,S,Rebecca-Sain-Lyn
33401,33401,S,S,S,S,Dorcas-Rebecca-Eliwood
33402,33402,S,S,S,S,Guy-Rath-Hector
33403,33403,S,S,S,S,Heath-Marcus-Hector
33404,33404,F,S,S,D,Bartre-Matthew-Lyn
33405,33405,F,S,S,D,Guy-Heath-Lyn
33406,33406,F,S,S,D,Canas-Florina-Eliwood
33407,33407,S,S,S,S,Bartre-Lowen-Hector
33408,33408,S,A,S,S,Rebecca-Guy-Eliwood
33409,33409,S,A,S,S,Guy-Florina-Hector
33410,33410,F,S,S,D,Dorcas-Sain-Lyn
33411,33411,S,S,S,S,Bartre-Erk-Eliwood
33412,33412,S,S,S,S,Raven-Kent-Hector
33413,33413,S,S,S,S,Oswin-Lowen-Lyn
33414,33414,F,S,S,D,Marcus-Rebecca-Lyn
33415,33415,S,S,S,S,Marcus-Dart-Lyn
33416,33416,S,S,S,S,Matthew-Florina-Lyn
33417,33417,F,S,S,D,Dart-Rebecca-Lyn
33418,33418,S,S,S,S,Dorcas-Raven-Eliwood
33419,33419,S,S,S,S,Canas-Guy-Hector
33420,33420,S,S,S,S,Bartre-Dart-Hector
33421,33421,S,S,S,S,Canas-Kent-Hector
33422,33422,F,A,S,D,Lucius-Bartre-Eliwood
33423,33423,S,A,S,S,Lowen-Matthew-Eliwood
33424,33424,S,S,S,S,Lowen-Sain-Lyn
33425,33425,S,A,S,S,Florina-Rebecca-Eliwood
33426,33426,S,S,S,S,Matthew-Florina-Eliwood
33427,33427,S,S,S,S,Rebecca-Guy-Hector
33428,33428,S,S,S,S,Dart-Lowen-Eliwood
33429,33429,S,S,S,S,Dorcas-Florina-Eliwood
33430,33430,S,S,S,S,Dorcas-Lucius-Hector
33431,33431,S,S,S,S,Heath-Guy-Eliwood
33432,33432,S,S,S,S,Dart-Guy-Hector
33433,33433,F,B,S,D,Florina-Lucius-Lyn
33434,33434,S,S,S,S,Matthew-Lucius-Hector
33435,33435,F,A,S,D,Matthew-Bartre-Eliwood
33436,33436,S,S,S,S,Dart-Florina-Lyn
33437,33437,S,S,S,S,Rath-Dorcas-Lyn
33438,33438,S,S,S,S,Bartre-Heath-Eliwood
33439,33439,F,S,S,D,Rebecca-Lucius-Lyn
33440,33440,S,S,S,S,Rebecca-Lowen-Hector
33441,33441,S,S,S,S,Florina-Marcus-Lyn
33442,33442,S,S,S,S,Rebecca-Marcus-Hector
33443,33443,S,S,S,S,Dart-Rath-Eliwood
33444,33444,S,S,S,S,Dorcas-Sain-Hector
33445,33445,S,S,S,S,Matthew-Lowen-Hector
33446,33446,S,S,S,S,Kent-Lowen-Hector
33447,33447,S,S,S,S,Dorcas-Guy-Eliwood
33448,33448,S,S,S,S,Rebecca-Matthew-Eliwood
33449,33449,S,S,S,S,Bartre-Raven-Lyn
33450,33450,S,A,S,S,Matthew-Lucius-Hector
33451,33451,S,S,S,S,Marcus-Heath-Eliwood
33452,33452,S,S,S,S,Rath-Florina-Hector
33453,33453,S,S,S,S,Marcus-Lowen-Eliwood
33454,33454,S,S,S,S,Raven-Marcus-Hector
33455,33455,S,A,S,S,Matthew-Guy-Eliwood
33456,33456,S,S,S,S,Lowen-Florina-Eliwood
33457,33457,S,S,S,S,Lowen-Rebecca-Lyn
33458,33458,F,S,S,D,Erk-Lowen-Eliwood
33459,33459,S,S,S,S,Heath-Canas-Hector
33460,33460,S,S,S,S,Rebecca-Guy-Hector
33461,33461,S,S,S,S,Canas-Kent-Lyn
33462,33462,S,S,S,S,Oswin-Rath-Lyn
33463,33463,S,A,S,S,Rebecca-Lowen-Eliwood
33464,33464,S,A,S,S,Raven-Sain-Eliwood
33465,33465,S,S,S,S,Guy-Marcus-Lyn
33466,33466,S,A,S,S,Lucius-Sain-Hector
33467,33467,S,S,S,S,Dart-Kent-Eliwood
33468,33468,S,S,S,S,Marcus-Dart-Eliwood
33469,33469,S,A,S,S,Matthew-Raven-Lyn
33470,33470,F,S,S,D,Guy-Lowen-Eliwood
33471,33471,S,A,S,S,Heath-Florina-Hector
33472,33472,S,S,S,S,Bartre-Guy-Hector
33473,33473,S,S,S,S,Rebecca-Kent-Eliwood
33474,33474,S,S,S,S,Heath-Raven-Hector
33475,33475,S,S,S,S,Rebecca-Marcus-Hector
33476,33476,S,S,A,S,Bartre-Canas-Eliwood
33477,33477,S,S,S,S,Rath-Dorcas-Hector
33478,33478,S,A,S,S,Kent-Rebecca-Eliwood
33479,33479,F,S,F,F,Oswin-Lucius-Hector
33480,33480,S,S,S,S,Lowen-Kent-Lyn
33481,33481,S,S,S,S,Heath-Lowen-Hector
33482,33482,S,S,S,S,Lowen-Lucius-Lyn
33483,33483,S,S,S,S,Lucius-Dart-Hector
33484,33484,S,S,S,S,Kent-Dorcas-Hector
33485,33485,S,S,S,S,Guy-Sain-Hector
33486,33486,F,S,S,D,Rebecca-Erk-Lyn
33487,33487,S,S,S,S,Canas-Kent-Lyn
33488,33488,S,S,S,S,Bartre-Sain-Hector
33489,33489,F,S,S,D,Lowen-Rebecca-Eliwood
33490,33490,F,S,S,D,Oswin-Heath-Lyn
33491,33491,F,S,S,D,Dorcas-Raven-Lyn
33492,33492,F,S,S,D,Dart-Oswin-Hector
33493,33493,S,S,S,S,Lucius-Rath-Hector
33494,33494,S,S,S,S,Rebecca-Lowen-Eliwood
33495,33495,F,S,S,D,Erk-Rebecca-Lyn
33496,33496,F,S,S,D,Florina-Rebecca-Lyn
33497,33497,S,B,S,A,Matthew-Rebecca-Lyn
33498,33498,S,S,S,S,Marcus-Bartre-Lyn
33499,33499,S,S,S,S,Heath-Canas-Hector
33500,33500,F,S,S,D,Raven-Rebecca-Eliwood
33501,33501,S,S,S,S,Dart-Rath-Eliwood
33502,33502,F,S,S,D,Marcus-Oswin-Lyn
33503,33503,F,S,S,D,Rebecca-Sain-Lyn
33504,33504,S,A,S,S,Erk-Heath-Eliwood
33505,33505,S,S,S,S,Canas-Rebecca-Hector
33506,33506,S,S,S,S,Marcus-Erk-Eliwood
33507,33507,F,S,S,D,Florina-Canas-Lyn
33508,33508,S,S,S,S,Marcus-Canas-Eliwood
33509,33509,F,S,S,D,Rebecca-Rebecca-Lyn
33510,33510,S,S,S,S,Bartre-Florina-Eliwood
33511,33511,S,A,S,S,Rebecca-Guy-Hector
33512,33512,F,S,S,D,Dorcas-Rebecca-Lyn
33513,33513,S,S,S,S,Oswin-Dart-Eliwood
33514,33514,S,S,S,S,Erk-Matthew-Lyn
33515,33515,S,S,S,S,Heath-Sain-Eliwood
33516,33516,S,S,S,S,Kent-Dorcas-Lyn
33517,33517,S,S,S,S,Dart-Lowen-Lyn
33518,33518,S,S,S,S,Oswin-Bartre-Hector
33519,33519,S,S,S,S,Lucius-Rebecca-Eliwood
33520,33520,S,S,S,S,Matthew-Raven-Lyn
33521,33521,F,S,S,D,Sain-Erk-Lyn
33522,33522,S,S,S,S,Florina-Oswin-Lyn
33523,33523,S,S,S,S,Dart-Canas-Lyn
33524,33524,S,S,S,S,Bartre-Kent-Eliwood
33525,33525,S,S,S,S,Raven-Lowen-Eliwood
33526,33526,S,S,S,S,Matthew-Guy-Eliwood
33527,33527,S,A,S,S,Raven-Matthew-Hector
33528,33528,S,S,S,S,Rebecca-Dorcas-Eliwood
33529,33529,S,S,S,S,Raven-Kent-Lyn
33530,33530,S,S,S,S,Oswin-Bartre-Eliwood
33531,33531,F,S,F,F,Oswin-Bartre-Hector
33532,33532,F,S,S,D,Sain-Rath-Eliwood
33533,33533,S,S,S,S,Rebecca-Dorcas-Hector
33534,33534,S,S,S,S,Heath-Dart-Hector
33535,33535,S,A,S,S,Sain-Lowen-Eliwood
33536,33536,S,S,S,S,Dorcas-Dart-Hector
33537,33537,S,S,S,S,Rath-Dart-Eliwood
33538,33538,F,S,S,D,Sain-Lowen-Lyn
33539,33539,S,S,S,S,Bartre-Matthew-Lyn
33540,33540,F,S,S,D,Guy-Rath-Lyn
33541,33541,S,A,S,S,Lucius-Marcus-Hector
33542,33542,S,S,S,S,Dart-Sain-Eliwood
33543,33543,F,S,S,D,Raven-Heath-Eliwood
33544,33544,S,S,S,S,Rebecca-Erk-Eliwood
33545,33545,S,S,S,S,Bartre-Guy-Eliwood
33546,33546,S,S,S,S,Bartre-Raven-Eliwood
33547,33547,S,S,S,S,Canas-Erk-Eliwood
33548,33548,S,S,S,S,Marcus-Heath-Eliwood
33549,33549,S,S,S,S,Heath-Matthew-Lyn
33550,33550,S,S,S,S,Matthew-Florina-Lyn
33551,33551,F,A,S,D,Bartre-Guy-Eliwood
33552,33552,S,S,S,S,Rath-Dorcas-Eliwood
33553,33553,S,S,S,S,Raven-Rebecca-Hector
33554,33554,S,S,S,S,Matthew-Lowen-Eliwood
33555,33555,S,A,S,S,Rath-Florina-Lyn
33556,33556,S,A,S,S,Erk-Raven-Eliwood
33557,33557,F,S,S,D,Raven-Matthew-Lyn
33558,33558,S,S,S,S,Bartre-Sain-Lyn
33559,33559,S,S,S,S,Rebecca-Lowen-Hector
33560,33560,S,A,S,S,Dorcas-Bartre-Hector
33561,33561,S,S,S,S,Lowen-Raven-Eliwood
33562,33562,S,S,S,S,Canas-Raven-Lyn
33563,33563,S,A,S,S,Raven-Sain-Hector
33564,33564,F,S,S,D,Dart-Lowen-Lyn
33565,33565,S,S,S,S,Sain-Rath-Eliwood
33566,33566,S,S,S,S,Guy-Heath-Lyn
33567,33567,F,S,S,D,Dorcas-Lucius-Eliwood
33568,33568,F,S,S,D,Raven-Florina-Lyn
33569,33569,S,S,S,S,Raven-Heath-Eliwood
33570,33570,S,S,S,S,Rebecca-Dart-Hector
33571,33571,S,S,S,S,Lucius-Sain-Hector
33572,33572,S,S,S,S,Heath-Rebecca-Lyn
33573,33573,S,S,S,S,Rebecca-Dorcas-Lyn
33574,33574,S,S,S,S,Rath-Dorcas-Hector
33575,33575,F,S,S,D,Rebecca-Guy-Eliwood
33576,33576,F,S,S,D,Guy-Rebecca-Eliwood
33577,33577,S,S,S,S,Guy-Lowen-Eliwood
33578,33578,S,S,S,S,Rebecca-Canas-Hector
33579,33579,F,S,S,D,Matthew-Dart-Lyn
33580,33580,S,S,S,S,Rebecca-Oswin-Eliwood
33581,33581,S,S,S,S,Heath-Lowen-Lyn
33582,33582,S,A,S,S,Guy-Erk-Eliwood
33583,33583,S,S,S,S,Kent-Marcus-Lyn
33584,33584,S,S,S,S,Florina-Dart-Hector
33585,33585,F,S,S,D,Oswin-Bartre-Eliwood
33586,33586,F,S,S,D,Canas-Guy-Lyn
33587,33587,S,S,S,S,Rebecca-Rath-Hector
33588,33588,F,S,S,D,Kent-Rath-Hector
33589,33589,S,S,S,S,Lowen-Kent-Hector
33590,33590,S,S,S,S,Guy-Canas-Eliwood
33591,33591,F,B,S,D,Matthew-Bartre-Eliwood
33592,33592,F,S,S,D,Canas-Heath-Eliwood
33593,33593,S,S,S,S,Rath-Rebecca-Hector
33594,33594,S,S,S,S,Dorcas-Dart-Hector
33595,33595,S,S,S,S,Raven-Dart-Lyn
33596,33596,F,S,S,D,Rebecca-Oswin-Lyn
33597,33597,F,S,S,D,Rebecca-Sain-Lyn
33598,33598,S,S,S,S,Rebecca-Heath-Eliwood
33599,33599,S,S,S,S,Oswin-Rebecca-Lyn
33600,33600,S,S,S,S,Dart-Raven-Hector
33601,33601,S,S,S,S,Matthew-Dart-Hector
33602,33602,F,A,S,D,Rebecca-Dart-Lyn
33603,33603,S,S,S,S,Kent-Marcus-Lyn
33604,33604,S,S,S,S,Matthew-Erk-Hector
33605,33605,S,S,S,S,Rebecca-Dart-Eliwood
33606,33606,F,S,S,D,Oswin-Florina-Lyn
33607,33607,S,S,S,S,Kent-Heath-Eliwood
33608,33608,S,S,S,S,Rebecca-Dart-Hector
33609,33609,F,S,S,D,Heath-Bartre-Eliwood
33610,33610,S,A,S,S,Lowen-Rebecca-Hector
33611,33611,F,S,S,D,Dorcas-Rebecca-Hector
33612,33612,S,S,S,S,Canas-Lucius-Lyn
33613,33613,S,A,S,S,Rebecca-Erk-Hector
33614,33614,S,S,S,S,Lucius-Kent-Hector
33615,33615,S,S,S,S,Erk-Dorcas-Eliwood
33616,33616,F,B,S,D,Kent-Lowen-Hector
33617,33617,S,S,S,S,Raven-Sain-Hector
33618,33618,S,S,S,S,Bartre-Matthew-Hector
33619,33619,S,S,S,S,Matthew-Dart-Hector
33620,33620,S,S,S,S,Marcus-Rath-Lyn
33621,33621,S,S,S,S,Lowen-Oswin-Eliwood
33622,33622,S,A,S,S,Rebecca-Florina-Lyn
33623,33623,S,S,S,S,Rath-Raven-Eliwood
33624,33624,S,S,S,S,Marcus-Kent-Eliwood
33625,33625,F,S,S,D,Oswin-Heath-Lyn
33626,33626,S,A,S,S,Rebecca-Dart-Hector
33627,33627,S,S,S,S,Canas-Erk-Lyn
33628,33628,S,S,S,S,Lucius-Dart-Eliwood
33629,33629,F,S,S,D,Rebecca-Raven-Lyn
33630,33630,S,S,S,S,Bartre-Oswin-Eliwood
33631,33631,S,S,S,S,Oswin-Rath-Lyn
33632,33632,S,S,S,S,Dart-Matthew-Hector
33633,33633,S,S,S,S,Raven-Matthew-Eliwood
33634,33634,F,S,S,D,Erk-Dart-Lyn
33635,33635,S,S,S,S,Dorcas-Heath-Eliwood
33636,33636,S,A,S,S,Kent-Marcus-Eliwood
33637,33637,S,S,S,S,Sain-Raven-Lyn
33638,33638,S,S,S,S,Oswin-Heath-Hector
33639,33639,S,S,S,S,Dart-Marcus-Eliwood
33640,33640,S,S,S,S,Sain-Rebecca-Lyn
33641,33641,S,S,S,S,Guy-Dart-Hector
33642,33642,S,S,S,S,Marcus-Raven-Hector
33643,33643,S,S,S,S,Sain-Lucius-Eliwood
33644,33644,S,S,S,S,Heath-Lucius-Hector
33645,33645,S,S,S,S,Dorcas-Matthew-Hector
33646,33646,S,S,S,S,Lucius-Marcus-Hector
33647,33647,S,S,S,S,Kent-Rath-Eliwood
33648,33648,S,A,S,S,Florina-Guy-Eliwood
33649,33649,F,A,S,D,Matthew-Rebecca-Lyn
33650,33650,S,A,S,S,Sain-Kent-Eliwood
33651,33651,S,S,S,S,Rath-Lowen-Lyn
33652,33652,S,A,S,S,Lowen-Raven-Hector
33653,33653,S,S,S,S,Dart-Oswin-Eliwood
33654,33654,F,S,S,D,Marcus-Raven-Eliwood
33655,33655,S,A,S,S,Dart-Rebecca-Lyn
33656,33656,S,A,S,S,Rebecca-Lucius-Hector
33657,33657,S,S,S,S,Matthew-Marcus-Lyn
33658,33658,S,A,S,S,Florina-Dorcas-Hector
33659,33659,S,S,S,S,Dart-Heath-Lyn
33660,33660,F,B,S,D,Kent-Matthew-Lyn
33661,33661,S,A,S,S,Lowen-Sain-Hector
33662,33662,S,S,S,S,Sain-Matthew-Lyn
33663,33663,S,S,S,S,Raven-Erk-Eliwood
33664,33664,F,B,F,F,Rebecca-Lucius-Eliwood
33665,33665,S,B,S,A,Lucius-Rebecca-Lyn
33666,33666,S,S,S,S,Marcus-Lowen-Hector
33667,33667,S,S,S,S,Canas-Matthew-Hector
33668,33668,S,S,S,S,Sain-Bartre-Lyn
33669,33669,S,S,S,S,Heath-Oswin-Eliwood
33670,33670,S,S,S,S,Sain-Guy-Eliwood
33671,33671,S,S,S,S,Rath-Dart-Eliwood
33672,33672,F,S,S,D,Marcus-Florina-Lyn
33673,33673,F,S,S,D,Heath-Guy-Lyn
33674,33674,S,S,S,S,Marcus-Rath-Eliwood
33675,33675,S,A,S,S,Erk-Raven-Eliwood
33676,33676,S,S,S,S,Rath-Rebecca-Hector
33677,33677,F,S,S,D,Rebecca-Oswin-Lyn
33678,33678,S,S,S,S,Lowen-Florina-Eliwood
33679,33679,F,S,S,D,Raven-Rebecca-Lyn
33680,33680,S,S,S,S,Bartre-Oswin-Lyn
33681,33681,S,A,S,S,Oswin-Sain-Lyn
33682,33682,S,S,S,S,Sain-Dart-Hector
33683,33683,S,S,S,S,Matthew-Sain-Eliwood
33684,33684,F,S,F,F,Rebecca-Oswin-Eliwood
33685,33685,S,S,S,S,Raven-Florina-Lyn
33686,33686,S,S,S,S,Bartre-Rebecca-Lyn
33687,33687,S,S,S,S,Oswin-Dart-Eliwood
33688,33688,S,S,S,S,Lucius-Dorcas-Eliwood
33689,33689,S,S,S,S,Lucius-Dorcas-Hector
33690,33690,S,S,S,S,Dart-Lucius-Hector
33691,33691,F,S,S,D,Florina-Rath-Lyn
33692,33692,S,A,S,S,Matthew-Erk-Lyn
33693,33693,S,A,S,S,Dart-Erk-Eliwood
33694,33694,F,S,S,D,Dart-Kent-Lyn
33695,33695,S,S,S,S,Canas-Kent-Eliwood
33696,33696,S,S,S,S,Rath-Rebecca-Hector
33697,33697,F,S,S,D,Dorcas-Bartre-Lyn
33698,33698,S,A,S,S,Kent-Lucius-Eliwood
33699,33699,S,S,S,S,Sain-Canas-Eliwood
33700,33700,S,S,S,S,Kent-Erk-Lyn
33701,33701,S,S,S,S,Florina-Guy-Hector
33702,33702,S,S,S,S,Rath-Canas-Hector
33703,33703,S,A,S,S,Dorcas-Lucius-Lyn
33704,33704,F,S,S,D,Florina-Rebecca-Eliwood
33705,33705,S,A,S,S,Dorcas-Bartre-Hector
33706,33706,S,S,S,S,Raven-Dart-Eliwood
33707,33707,S,S,S,S,Canas-Florina-Lyn
33708,33708,S,A,S,S,Matthew-Lowen-Hector
33709,33709,F,S,S,D,Guy-Canas-Lyn
33710,33710,S,S,S,S,Dart-Dorcas-Lyn
33711,33711,S,S,S,S,Oswin-Raven-Hector
33712,33712,S,S,S,S,Matthew-Dorcas-Hector
33713,33713,S,S,S,S,Florina-Lucius-Eliwood
33714,33714,F,S,S,D,Dart-Raven-Lyn
33715,33715,S,S,S,S,Marcus-Matthew-Eliwood
33716,33716,S,S,S,S,Kent-Marcus-Eliwood
33717,33717,S,S,S,S,Florina-Rath-Eliwood
33718,33718,F,S,F,F,Bartre-Erk-Eliwood
33719,33719,S,S,S,S,Dart-Heath-Hector
33720,33720,S,S,S,S,Guy-Heath-Lyn
33721,33721,F,S,S,D,Lucius-Kent-Lyn
33722,33722,S,A,S,S,Bartre-Florina-Hector
33723,33723,F,A,S,D,Dorcas-Sain-Eliwood
33724,33724,F,S,S,D,Heath-Sain-Eliwood
33725,33725,S,S,S,S,Guy-Lowen-Hector
33726,33726,S,S,S,S,Rath-Lucius-Lyn
33727,33727,S,S,S,S,Canas-Lowen-Hector
33728,33728,F,S,S,D,Rebecca-Florina-Lyn
33729,33729,S,S,S,S,Bartre-Oswin-Hector
33730,33730,S,S,S,S,Matthew-Rebecca-Hector
33731,33731,S,S,S,S,Florina-Guy-Lyn
33732,33732,F,A,S,D,Canas-Bartre-Eliwood
33733,33733,S,S,S,S,Kent-Rath-Lyn
33734,33734,S,S,S,S,Matthew-Lucius-Lyn
33735,33735,S,S,S,S,Bartre-Guy-Eliwood
33736,33736,S,S,S,S,Rebecca-Florina-Lyn
33737,33737,S,A,S,S,Matthew-Rebecca-Eliwood
33738,33738,S,S,S,S,Florina-Matthew-Lyn
33739,33739,S,S,S,S,Sain-Marcus-Hector
33740,33740,F,S,S,D,Kent-Dorcas-Eliwood
33741,33741,S,S,S,S,Florina-Oswin-Lyn
33742,33742,S,S,S,S,Oswin-Sain-Eliwood
33743,33743,S,S,S,S,Florina-Marcus-Eliwood
33744,33744,F,S,S,D,Kent-Lucius-Lyn
33745,33745,F,S,S,D,Lucius-Heath-Lyn
33746,33746,S,A,S,S,Dorcas-Florina-Hector
